id,municipio,provincia,gau,nombre_pro,nombre_mun
"08291","08291",8,GAU Barcelona,Barcelona,Vacarisses
08294_AM,08294_AM,8,GAU Barcelona,Barcelona,Vallgorguina agregacion de municipios
"08295","08295",8,GAU Barcelona,Barcelona,Vallirana
08296_AM,08296_AM,8,GAU Barcelona,Barcelona,Vallromanes agregacion de municipios
"08298","08298",8,"08298",Barcelona,Vic
08300_AM,08300_AM,8,GAU Barcelona,Barcelona,Viladecavalls agregacion de municipios
"0830101","08301",8,GAU Barcelona,Barcelona,Viladecans distrito 01
"0830102","08301",8,GAU Barcelona,Barcelona,Viladecans distrito 02
"08302","08302",8,"08302",Barcelona,Vilanova del Camí
"0830501","08305",8,GAU Barcelona,Barcelona,Vilafranca del Penedès distrito 01
"0830502","08305",8,GAU Barcelona,Barcelona,Vilafranca del Penedès distrito 02
"0830503","08305",8,GAU Barcelona,Barcelona,Vilafranca del Penedès distrito 03
"0830504","08305",8,GAU Barcelona,Barcelona,Vilafranca del Penedès distrito 04
"0830701","08307",8,GAU Barcelona,Barcelona,Vilanova i la Geltrú distrito 01
"0830702","08307",8,GAU Barcelona,Barcelona,Vilanova i la Geltrú distrito 02
"0830703","08307",8,GAU Barcelona,Barcelona,Vilanova i la Geltrú distrito 03
"0830704","08307",8,GAU Barcelona,Barcelona,Vilanova i la Geltrú distrito 04
"08902","08902",8,GAU Barcelona,Barcelona,Vilanova del Vallès
"08904","08904",8,GAU Barcelona,Barcelona,Badia del Vallès
"08905","08905",8,GAU Barcelona,Barcelona,"Palma de Cervelló, La"
"0901801","09018",9,"09018",Burgos,Aranda de Duero distrito 01
"0901802","09018",9,"09018",Burgos,Aranda de Duero distrito 02
"0901803","09018",9,"09018",Burgos,Aranda de Duero distrito 03
09048_AM,09048_AM,9,09048_AM,Burgos,Belorado agregacion de municipios
"09056","09056",9,"09056",Burgos,Briviesca
0905902_AD,"09059",9,GAU Burgos,Burgos,Burgos distrito 02 agregacion de distritos
"0905903","09059",9,GAU Burgos,Burgos,Burgos distrito 03
"0905905","09059",9,GAU Burgos,Burgos,Burgos distrito 05
"0905906","09059",9,GAU Burgos,Burgos,Burgos distrito 06
"0905907","09059",9,GAU Burgos,Burgos,Burgos distrito 07
"0905908","09059",9,GAU Burgos,Burgos,Burgos distrito 08
"0905909","09059",9,GAU Burgos,Burgos,Burgos distrito 09
09073_AM,09073_AM,9,09073_AM,Burgos,Cardeñadijo agregacion de municipios
09109_AM,09109_AM,9,09109_AM,Burgos,Condado de Treviño agregacion de municipios
09124_AM,09124_AM,9,09124_AM,Burgos,Espinosa de los Monteros agregacion de municipios
09141_AM,09141_AM,9,09141_AM,Burgos,Fuentespina agregacion de municipios
09174_AM,09174_AM,9,09174_AM,Burgos,Huerta de Rey agregacion de municipios
09177_AM,09177_AM,9,09177_AM,Burgos,Ibeas de Juarros agregacion de municipios
"09194","09194",9,"09194",Burgos,Lerma
09209_AM,09209_AM,9,09209_AM,Burgos,Medina de Pomar agregacion de municipios
09211_AM,09211_AM,9,09211_AM,Burgos,Melgar de Fernamental agregacion de municipios
"09219","09219",9,"09219",Burgos,Miranda de Ebro
09238_AM,09238_AM,9,09238_AM,Burgos,Oña agregacion de municipios
09289_AM,09289_AM,9,09289_AM,Burgos,Quintanar de la Sierra agregacion de municipios
09321_AM,09321_AM,9,09321_AM,Burgos,Roa agregacion de municipios
09330_AM,09330_AM,9,09330_AM,Burgos,Salas de los Infantes agregacion de municipios
09350_AM,09350_AM,9,09350_AM,Burgos,Santa María del Campo agregacion de municipios
09363_AM,09363_AM,9,09363_AM,Burgos,Sasamón agregacion de municipios
09390_AM,09390_AM,9,09390_AM,Burgos,Torresandino agregacion de municipios
"09410","09410",9,"09410",Burgos,Valle de Mena
09413_AM,09413_AM,9,09413_AM,Burgos,Valle de Valdebezana agregacion de municipios
09434_AM,09434_AM,9,09434_AM,Burgos,Villagonzalo Pedernales agregacion de municipios
09439_AM,09439_AM,9,09439_AM,Burgos,Villalbilla de Burgos agregacion de municipios
"09903","09903",9,"09903",Burgos,Villarcayo de Merindad de Castilla la Vieja
09907_AM,09907_AM,9,09907_AM,Burgos,Alfoz de Quintanadueñas agregacion de municipios
10004_AM,10004_AM,10,10004_AM,Cáceres,Acehúche agregacion de municipios
10006_AM,10006_AM,10,10006_AM,Cáceres,Ahigal agregacion de municipios
10010_AM,10010_AM,10,10010_AM,Cáceres,Alcuéscar agregacion de municipios
10014_AM,10014_AM,10,10014_AM,Cáceres,Aldeanueva de la Vera agregacion de municipios
10019_AM,10019_AM,10,10019_AM,Cáceres,Almaraz agregacion de municipios
10020_AM,10020_AM,10,10020_AM,Cáceres,Almoharín agregacion de municipios
"10021","10021",10,"10021",Cáceres,Arroyo de la Luz
10032_AM,10032_AM,10,10032_AM,Cáceres,Brozas agregacion de municipios
10035_AM,10035_AM,10,10035_AM,Cáceres,Cabezuela del Valle agregacion de municipios
"1003701","10037",10,GAU Cáceres,Cáceres,Cáceres distrito 01
"1003702","10037",10,GAU Cáceres,Cáceres,Cáceres distrito 02
"1003703","10037",10,GAU Cáceres,Cáceres,Cáceres distrito 03
"1003704","10037",10,GAU Cáceres,Cáceres,Cáceres distrito 04
"1003705","10037",10,GAU Cáceres,Cáceres,Cáceres distrito 05
1003706_AD,"10037",10,GAU Cáceres,Cáceres,Cáceres distrito 06 agregacion de distritos
10049_AM,10049_AM,10,10049_AM,Cáceres,Casar de Cáceres agregacion de municipios
10050_AM,10050_AM,10,10050_AM,Cáceres,Casar de Palomero agregacion de municipios
10061_AM,10061_AM,10,10061_AM,Cáceres,Ceclavín agregacion de municipios
10064_AM,10064_AM,10,10064_AM,Cáceres,Cilleros agregacion de municipios
"10067","10067",10,"10067",Cáceres,Coria
10087_AM,10087_AM,10,10087_AM,Cáceres,Guadalupe agregacion de municipios
10089_AM,10089_AM,10,10089_AM,Cáceres,Guijo de Galisteo agregacion de municipios
10096_AM,10096_AM,10,10096_AM,Cáceres,Hervás agregacion de municipios
"1010401","10104",10,"10104",Cáceres,Jaraíz de la Vera distrito 01
"1010402","10104",10,"10104",Cáceres,Jaraíz de la Vera distrito 02
10105_AM,10105_AM,10,10105_AM,Cáceres,Jarandilla de la Vera agregacion de municipios
10109_AM,10109_AM,10,10109_AM,Cáceres,Logrosán agregacion de municipios
"10110","10110",10,"10110",Cáceres,Losar de la Vera
10113_AM,10113_AM,10,10113_AM,Cáceres,Madroñera agregacion de municipios
"10115","10115",10,GAU Cáceres,Cáceres,Malpartida de Cáceres
10116_AM,10116_AM,10,10116_AM,Cáceres,Malpartida de Plasencia agregacion de municipios
"10121","10121",10,"10121",Cáceres,Miajadas
"10127","10127",10,"10127",Cáceres,Montehermoso
"10128","10128",10,"10128",Cáceres,Moraleja
"1013101","10131",10,"10131",Cáceres,Navalmoral de la Mata distrito 01
"1013102","10131",10,"10131",Cáceres,Navalmoral de la Mata distrito 02
10140_AM,10140_AM,10,10140_AM,Cáceres,Peraleda de la Mata agregacion de municipios
10146_AM,10146_AM,10,10146_AM,Cáceres,Pinofranqueado agregacion de municipios
10147_AM,10147_AM,10,10147_AM,Cáceres,Piornal agregacion de municipios
"10148","10148",10,"10148",Cáceres,Plasencia
10175_AM,10175_AM,10,10175_AM,Cáceres,Serradilla agregacion de municipios
10177_AM,10177_AM,10,10177_AM,Cáceres,Sierra de Fuentes agregacion de municipios
10180_AM,10180_AM,10,10180_AM,Cáceres,Talayuela agregacion de municipios
10184_AM,10184_AM,10,10184_AM,Cáceres,"Torno, El agregacion de municipios"
10186_AM,10186_AM,10,10186_AM,Cáceres,Torrecillas de la Tiesa agregacion de municipios
"10189","10189",10,"10189",Cáceres,Torrejoncillo
10195_AM,10195_AM,10,10195_AM,Cáceres,Trujillo agregacion de municipios
"10203","10203",10,"10203",Cáceres,Valencia de Alcántara
10205_AM,10205_AM,10,10205_AM,Cáceres,Valverde del Fresno agregacion de municipios
10212_AM,10212_AM,10,10212_AM,Cáceres,Villanueva de la Vera agregacion de municipios
10216_AM,10216_AM,10,10216_AM,Cáceres,Zarza de Granadilla agregacion de municipios
"11001","11001",11,"11001",Cádiz,Alcalá de los Gazules
"11002","11002",11,"11002",Cádiz,Alcalá del Valle
"1100401","11004",11,GAU La Bahía de Algeciras,Cádiz,Algeciras distrito 01
"1100402","11004",11,GAU La Bahía de Algeciras,Cádiz,Algeciras distrito 02
"1100403","11004",11,GAU La Bahía de Algeciras,Cádiz,Algeciras distrito 03
"1100404","11004",11,GAU La Bahía de Algeciras,Cádiz,Algeciras distrito 04
11005_AM,11005_AM,11,11005_AM,Cádiz,Algodonales agregacion de municipios
"1100601","11006",11,"11006",Cádiz,Arcos de la Frontera distrito 01
"1100602","11006",11,"11006",Cádiz,Arcos de la Frontera distrito 02
"1100603","11006",11,"11006",Cádiz,Arcos de la Frontera distrito 03
"1100604","11006",11,"11006",Cádiz,Arcos de la Frontera distrito 04
"1100701","11007",11,"11007",Cádiz,Barbate distrito 01
"1100702","11007",11,"11007",Cádiz,Barbate distrito 02
"1100703","11007",11,"11007",Cádiz,Barbate distrito 03
"1100704","11007",11,"11007",Cádiz,Barbate distrito 04
"11008","11008",11,GAU La Bahía de Algeciras,Cádiz,"Barrios, Los"
"11010","11010",11,"11010",Cádiz,Bornos
11011_AM,11011_AM,11,11011_AM,Cádiz,"Bosque, El agregacion de municipios"
"1101201","11012",11,GAU La Bahía de Cádiz,Cádiz,Cádiz distrito 01
"1101202","11012",11,GAU La Bahía de Cádiz,Cádiz,Cádiz distrito 02
"1101203","11012",11,GAU La Bahía de Cádiz,Cádiz,Cádiz distrito 03
"1101204","11012",11,GAU La Bahía de Cádiz,Cádiz,Cádiz distrito 04
"1101205","11012",11,GAU La Bahía de Cádiz,Cádiz,Cádiz distrito 05
"1101206","11012",11,GAU La Bahía de Cádiz,Cádiz,Cádiz distrito 06
"1101207","11012",11,GAU La Bahía de Cádiz,Cádiz,Cádiz distrito 07
"1101208","11012",11,GAU La Bahía de Cádiz,Cádiz,Cádiz distrito 08
"1101209","11012",11,GAU La Bahía de Cádiz,Cádiz,Cádiz distrito 09
"1101210","11012",11,GAU La Bahía de Cádiz,Cádiz,Cádiz distrito 10
"11013","11013",11,"11013",Cádiz,Castellar de la Frontera
"1101401","11014",11,"11014",Cádiz,Conil de la Frontera distrito 01
"1101402","11014",11,"11014",Cádiz,Conil de la Frontera distrito 02
"1101403","11014",11,"11014",Cádiz,Conil de la Frontera distrito 03
"1101501","11015",11,GAU La Bahía de Cádiz,Cádiz,Chiclana de la Frontera distrito 01
"1101502","11015",11,GAU La Bahía de Cádiz,Cádiz,Chiclana de la Frontera distrito 02
"1101503","11015",11,GAU La Bahía de Cádiz,Cádiz,Chiclana de la Frontera distrito 03
"1101504","11015",11,GAU La Bahía de Cádiz,Cádiz,Chiclana de la Frontera distrito 04
"1101505","11015",11,GAU La Bahía de Cádiz,Cádiz,Chiclana de la Frontera distrito 05
"11016","11016",11,"11016",Cádiz,Chipiona
"11017","11017",11,"11017",Cádiz,Espera
"1102001","11020",11,GAU La Bahía de Cádiz,Cádiz,Jerez de la Frontera distrito 01
"1102002","11020",11,GAU La Bahía de Cádiz,Cádiz,Jerez de la Frontera distrito 02
"1102003","11020",11,GAU La Bahía de Cádiz,Cádiz,Jerez de la Frontera distrito 03
"1102004","11020",11,GAU La Bahía de Cádiz,Cádiz,Jerez de la Frontera distrito 04
"1102005","11020",11,GAU La Bahía de Cádiz,Cádiz,Jerez de la Frontera distrito 05
"1102006","11020",11,GAU La Bahía de Cádiz,Cádiz,Jerez de la Frontera distrito 06
"1102007","11020",11,GAU La Bahía de Cádiz,Cádiz,Jerez de la Frontera distrito 07
"1102008","11020",11,GAU La Bahía de Cádiz,Cádiz,Jerez de la Frontera distrito 08
"1102009","11020",11,GAU La Bahía de Cádiz,Cádiz,Jerez de la Frontera distrito 09
"1102010","11020",11,GAU La Bahía de Cádiz,Cádiz,Jerez de la Frontera distrito 10
"11021","11021",11,"11021",Cádiz,Jimena de la Frontera
"1102201","11022",11,GAU La Bahía de Algeciras,Cádiz,"Línea de la Concepción, La distrito 01"
"1102202","11022",11,GAU La Bahía de Algeciras,Cádiz,"Línea de la Concepción, La distrito 02"
"1102203","11022",11,GAU La Bahía de Algeciras,Cádiz,"Línea de la Concepción, La distrito 03"
"1102204","11022",11,GAU La Bahía de Algeciras,Cádiz,"Línea de la Concepción, La distrito 04"
"1102205","11022",11,GAU La Bahía de Algeciras,Cádiz,"Línea de la Concepción, La distrito 05"
"1102206","11022",11,GAU La Bahía de Algeciras,Cádiz,"Línea de la Concepción, La distrito 06"
"1102207","11022",11,GAU La Bahía de Algeciras,Cádiz,"Línea de la Concepción, La distrito 07"
"11023","11023",11,"11023",Cádiz,Medina Sidonia
11024_AM,11024_AM,11,11024_AM,Cádiz,Olvera agregacion de municipios
"11025","11025",11,"11025",Cádiz,Paterna de Rivera
11026_AM,11026_AM,11,11026_AM,Cádiz,Prado del Rey agregacion de municipios
"1102701","11027",11,GAU La Bahía de Cádiz,Cádiz,"Puerto de Santa María, El distrito 01"
"1102702","11027",11,GAU La Bahía de Cádiz,Cádiz,"Puerto de Santa María, El distrito 02"
"1102703","11027",11,GAU La Bahía de Cádiz,Cádiz,"Puerto de Santa María, El distrito 03"
"1102704","11027",11,GAU La Bahía de Cádiz,Cádiz,"Puerto de Santa María, El distrito 04"
"1102801","11028",11,GAU La Bahía de Cádiz,Cádiz,Puerto Real distrito 01
"1102802","11028",11,GAU La Bahía de Cádiz,Cádiz,Puerto Real distrito 02
"1102803","11028",11,GAU La Bahía de Cádiz,Cádiz,Puerto Real distrito 03
"1102804","11028",11,GAU La Bahía de Cádiz,Cádiz,Puerto Real distrito 04
"11029","11029",11,"11029",Cádiz,Puerto Serrano
"1103001","11030",11,"11030",Cádiz,Rota distrito 01
"1103002","11030",11,"11030",Cádiz,Rota distrito 02
"1103003","11030",11,"11030",Cádiz,Rota distrito 03
"1103101","11031",11,GAU La Bahía de Cádiz,Cádiz,San Fernando distrito 01
1103103_AD,"11031",11,GAU La Bahía de Cádiz,Cádiz,San Fernando distrito 03 agregacion de distritos
"1103104","11031",11,GAU La Bahía de Cádiz,Cádiz,San Fernando distrito 04
"1103105","11031",11,GAU La Bahía de Cádiz,Cádiz,San Fernando distrito 05
"1103106","11031",11,GAU La Bahía de Cádiz,Cádiz,San Fernando distrito 06
"1103201","11032",11,GAU Sanlúcar de Barrameda,Cádiz,Sanlúcar de Barrameda distrito 01
"1103202","11032",11,GAU Sanlúcar de Barrameda,Cádiz,Sanlúcar de Barrameda distrito 02
"1103203","11032",11,GAU Sanlúcar de Barrameda,Cádiz,Sanlúcar de Barrameda distrito 03
"1103204","11032",11,GAU Sanlúcar de Barrameda,Cádiz,Sanlúcar de Barrameda distrito 04
"1103205","11032",11,GAU Sanlúcar de Barrameda,Cádiz,Sanlúcar de Barrameda distrito 05
"1103301","11033",11,GAU La Bahía de Algeciras,Cádiz,San Roque distrito 01
"1103302","11033",11,GAU La Bahía de Algeciras,Cádiz,San Roque distrito 02
"1103303","11033",11,GAU La Bahía de Algeciras,Cádiz,San Roque distrito 03
"1103304","11033",11,GAU La Bahía de Algeciras,Cádiz,San Roque distrito 04
"1103305","11033",11,GAU La Bahía de Algeciras,Cádiz,San Roque distrito 05
"11034","11034",11,"11034",Cádiz,Setenil de las Bodegas
"1103501","11035",11,"11035",Cádiz,Tarifa distrito 01
"1103502","11035",11,"11035",Cádiz,Tarifa distrito 02
"11037","11037",11,"11037",Cádiz,Trebujena
"11038","11038",11,"11038",Cádiz,Ubrique
"11039","11039",11,"11039",Cádiz,Vejer de la Frontera
"1104101","11041",11,"11041",Cádiz,Villamartín distrito 01
"1104102","11041",11,"11041",Cádiz,Villamartín distrito 02
"11901","11901",11,"11901",Cádiz,Benalup-Casas Viejas
11902_AM,11902_AM,11,11902_AM,Cádiz,San José del Valle agregacion de municipios
"11903","11903",11,"11903",Cádiz,San Martín del Tesorillo
"12004","12004",12,"12004",Castellón,Alcalà de Xivert
"1200501","12005",12,"12005",Castellón,"Alcora, l' distrito 01"
"1200502","12005",12,"12005",Castellón,"Alcora, l' distrito 02"
"1200901","12009",12,GAU Castellón de la Plana,Castellón,Almassora distrito 01
"1200902","12009",12,GAU Castellón de la Plana,Castellón,Almassora distrito 02
"1200903","12009",12,GAU Castellón de la Plana,Castellón,Almassora distrito 03
12011_AM,12011_AM,12,12011_AM,Castellón,Almenara agregacion de municipios
12012_AM,12012_AM,12,12012_AM,Castellón,Altura agregacion de municipios
12016_AM,12016_AM,12,12016_AM,Castellón,Artana agregacion de municipios
"12021","12021",12,"12021",Castellón,Betxí
"12027","12027",12,"12027",Castellón,Benicarló
"12028","12028",12,GAU Castellón de la Plana,Castellón,Benicasim/Benicàssim
"12031","12031",12,"12031",Castellón,Borriol
"1203201","12032",12,GAU Castellón de la Plana,Castellón,Borriana/Burriana distrito 01
"1203202","12032",12,GAU Castellón de la Plana,Castellón,Borriana/Burriana distrito 02
"1203203","12032",12,GAU Castellón de la Plana,Castellón,Borriana/Burriana distrito 03
"1203204","12032",12,GAU Castellón de la Plana,Castellón,Borriana/Burriana distrito 04
"1203205","12032",12,GAU Castellón de la Plana,Castellón,Borriana/Burriana distrito 05
12033_AM,12033_AM,12,12033_AM,Castellón,Cabanes agregacion de municipios
12034_AM,12034_AM,12,12034_AM,Castellón,Càlig agregacion de municipios
"1204001","12040",12,GAU Castellón de la Plana,Castellón,Castelló de la Plana distrito 01
"1204002","12040",12,GAU Castellón de la Plana,Castellón,Castelló de la Plana distrito 02
"1204003","12040",12,GAU Castellón de la Plana,Castellón,Castelló de la Plana distrito 03
"1204004","12040",12,GAU Castellón de la Plana,Castellón,Castelló de la Plana distrito 04
"1204005","12040",12,GAU Castellón de la Plana,Castellón,Castelló de la Plana distrito 05
"1204006","12040",12,GAU Castellón de la Plana,Castellón,Castelló de la Plana distrito 06
"1204007","12040",12,GAU Castellón de la Plana,Castellón,Castelló de la Plana distrito 07
"1204008","12040",12,GAU Castellón de la Plana,Castellón,Castelló de la Plana distrito 08
"1204009","12040",12,GAU Castellón de la Plana,Castellón,Castelló de la Plana distrito 09
12050_AM,12050_AM,12,12050_AM,Castellón,"Coves de Vinromà, les agregacion de municipios"
"12053","12053",12,"12053",Castellón,Chilches/Xilxes
12072_AM,12072_AM,12,12072_AM,Castellón,Llucena/Lucena del Cid agregacion de municipios
"1207701","12077",12,"12077",Castellón,Moncofa distrito 01
"1207702","12077",12,"12077",Castellón,Moncofa distrito 02
12080_AM,12080_AM,12,12080_AM,Castellón,Morella agregacion de municipios
"1208201","12082",12,"12082",Castellón,Nules distrito 01
"1208202","12082",12,"12082",Castellón,Nules distrito 02
"1208401","12084",12,"12084",Castellón,Onda distrito 01
"1208402","12084",12,"12084",Castellón,Onda distrito 02
"1208403","12084",12,"12084",Castellón,Onda distrito 03
"12085","12085",12,"12085",Castellón,Oropesa del Mar/Orpesa
"12089","12089",12,"12089",Castellón,Peníscola/Peñíscola
"12104","12104",12,"12104",Castellón,Segorbe
12106_AM,12106_AM,12,12106_AM,Castellón,Soneja agregacion de municipios
"12117","12117",12,"12117",Castellón,Torreblanca
12121_AM,12121_AM,12,12121_AM,Castellón,Traiguera agregacion de municipios
"12124","12124",12,"12124",Castellón,Vall d'Alba
"1212601","12126",12,"12126",Castellón,"Vall d'Uixó, la distrito 01"
"1212602","12126",12,"12126",Castellón,"Vall d'Uixó, la distrito 02"
"1212603","12126",12,"12126",Castellón,"Vall d'Uixó, la distrito 03"
12128_AM,12128_AM,12,12128_AM,Castellón,Vilafamés agregacion de municipios
12129_AM,12129_AM,12,12129_AM,Castellón,Vilafranca/Villafranca del Cid agregacion de municipios
"1213501","12135",12,GAU Castellón de la Plana,Castellón,Vila-real distrito 01
"1213502","12135",12,GAU Castellón de la Plana,Castellón,Vila-real distrito 02
"1213503","12135",12,GAU Castellón de la Plana,Castellón,Vila-real distrito 03
"1213504","12135",12,GAU Castellón de la Plana,Castellón,Vila-real distrito 04
"12136","12136",12,"12136",Castellón,"Vilavella, la"
"12138","12138",12,"12138",Castellón,Vinaròs
12140_AM,12140_AM,12,12140_AM,Castellón,Viver agregacion de municipios
"12901","12901",12,GAU Castellón de la Plana,Castellón,"Alqueries, les/Alquerías del Niño Perdido"
12902_AM,12902_AM,12,12902_AM,Castellón,Sant Joan de Moró agregacion de municipios
13001_AM,13001_AM,13,13001_AM,Ciudad Real,Abenójar agregacion de municipios
"13005","13005",13,"13005",Ciudad Real,Alcázar de San Juan
13009_AM,13009_AM,13,13009_AM,Ciudad Real,Aldea del Rey agregacion de municipios
"13011","13011",13,"13011",Ciudad Real,Almadén
"1301301","13013",13,"13013",Ciudad Real,Almagro distrito 01
"1301302","13013",13,"13013",Ciudad Real,Almagro distrito 02
"13015","13015",13,"13015",Ciudad Real,Almodóvar del Campo
"13019","13019",13,"13019",Ciudad Real,Argamasilla de Alba
13020_AM,13020_AM,13,13020_AM,Ciudad Real,Argamasilla de Calatrava agregacion de municipios
"13023","13023",13,"13023",Ciudad Real,Bolaños de Calatrava
"13027","13027",13,"13027",Ciudad Real,Calzada de Calatrava
13028_AM,13028_AM,13,13028_AM,Ciudad Real,Campo de Criptana agregacion de municipios
"13031","13031",13,"13031",Ciudad Real,Carrión de Calatrava
13033_AM,13033_AM,13,13033_AM,Ciudad Real,Castellar de Santiago agregacion de municipios
1303401_AD,"13034",13,GAU Ciudad Real,Ciudad Real,Ciudad Real distrito 01 agregacion de distritos
"1303402","13034",13,GAU Ciudad Real,Ciudad Real,Ciudad Real distrito 02
"1303403","13034",13,GAU Ciudad Real,Ciudad Real,Ciudad Real distrito 03
"1303404","13034",13,GAU Ciudad Real,Ciudad Real,Ciudad Real distrito 04
13038_AM,13038_AM,13,13038_AM,Ciudad Real,Chillón agregacion de municipios
"1303901","13039",13,"13039",Ciudad Real,Daimiel distrito 01
"1303902","13039",13,"13039",Ciudad Real,Daimiel distrito 02
"1303903","13039",13,"13039",Ciudad Real,Daimiel distrito 03
"1303904","13039",13,"13039",Ciudad Real,Daimiel distrito 04
13042_AM,13042_AM,13,13042_AM,Ciudad Real,Fuencaliente agregacion de municipios
13044_AM,13044_AM,13,13044_AM,Ciudad Real,Fuente el Fresno agregacion de municipios
"13047","13047",13,"13047",Ciudad Real,Herencia
"1305201","13052",13,"13052",Ciudad Real,Malagón distrito 01
"1305202","13052",13,"13052",Ciudad Real,Malagón distrito 02
13053_AM,13053_AM,13,13053_AM,Ciudad Real,Manzanares agregacion de municipios
"13054","13054",13,"13054",Ciudad Real,Membrilla
"1305601","13056",13,GAU Ciudad Real,Ciudad Real,Miguelturra distrito 01
"1305602","13056",13,GAU Ciudad Real,Ciudad Real,Miguelturra distrito 02
"13058","13058",13,"13058",Ciudad Real,Moral de Calatrava
"1306101","13061",13,"13061",Ciudad Real,Pedro Muñoz distrito 01
"1306102","13061",13,"13061",Ciudad Real,Pedro Muñoz distrito 02
13063_AM,13063_AM,13,13063_AM,Ciudad Real,Piedrabuena agregacion de municipios
"13064","13064",13,"13064",Ciudad Real,Poblete
13065_AM,13065_AM,13,13065_AM,Ciudad Real,Porzuna agregacion de municipios
"13066","13066",13,"13066",Ciudad Real,Pozuelo de Calatrava
13068_AM,13068_AM,13,13068_AM,Ciudad Real,Puebla de Don Rodrigo agregacion de municipios
"13071","13071",13,GAU Puertollano,Ciudad Real,Puertollano
"13077","13077",13,"13077",Ciudad Real,Santa Cruz de Mudela
"13078","13078",13,"13078",Ciudad Real,Socuéllamos
"1307901","13079",13,"13079",Ciudad Real,"Solana, La distrito 01"
"1307902","13079",13,"13079",Ciudad Real,"Solana, La distrito 02"
"1307903","13079",13,"13079",Ciudad Real,"Solana, La distrito 03"
"1308201","13082",13,"13082",Ciudad Real,Tomelloso distrito 01
"1308202","13082",13,"13082",Ciudad Real,Tomelloso distrito 02
"1308203","13082",13,"13082",Ciudad Real,Tomelloso distrito 03
"1308204","13082",13,"13082",Ciudad Real,Tomelloso distrito 04
13083_AM,13083_AM,13,13083_AM,Ciudad Real,Torralba de Calatrava agregacion de municipios
"13085","13085",13,"13085",Ciudad Real,Torrenueva
"1308701","13087",13,"13087",Ciudad Real,Valdepeñas distrito 01
"1308702","13087",13,"13087",Ciudad Real,Valdepeñas distrito 02
"1308703","13087",13,"13087",Ciudad Real,Valdepeñas distrito 03
"1308704","13087",13,"13087",Ciudad Real,Valdepeñas distrito 04
"1308705","13087",13,"13087",Ciudad Real,Valdepeñas distrito 05
13089_AM,13089_AM,13,13089_AM,Ciudad Real,Villahermosa agregacion de municipios
13092_AM,13092_AM,13,13092_AM,Ciudad Real,Villanueva de la Fuente agregacion de municipios
13093_AM,13093_AM,13,13093_AM,Ciudad Real,Villanueva de los Infantes agregacion de municipios
"13096","13096",13,"13096",Ciudad Real,Villarrubia de los Ojos
13097_AM,13097_AM,13,13097_AM,Ciudad Real,Villarta de San Juan agregacion de municipios
13098_AM,13098_AM,13,13098_AM,Ciudad Real,Viso del Marqués agregacion de municipios
"14001","14001",14,"14001",Córdoba,Adamuz
"1400201","14002",14,"14002",Córdoba,Aguilar de la Frontera distrito 01
"1400202","14002",14,"14002",Córdoba,Aguilar de la Frontera distrito 02
"1400203","14002",14,"14002",Córdoba,Aguilar de la Frontera distrito 03
14004_AM,14004_AM,14,14004_AM,Córdoba,Almedinilla agregacion de municipios
14005_AM,14005_AM,14,14005_AM,Córdoba,Almodóvar del Río agregacion de municipios
14007_AM,14007_AM,14,14007_AM,Córdoba,Baena agregacion de municipios
"14008","14008",14,"14008",Córdoba,Belalcázar
"14009","14009",14,"14009",Córdoba,Belmez
"14010","14010",14,"14010",Córdoba,Benamejí
"14012","14012",14,"14012",Córdoba,Bujalance
"14013","14013",14,"14013",Córdoba,Cabra
"14014","14014",14,"14014",Córdoba,Cañete de las Torres
"14017","14017",14,"14017",Córdoba,"Carlota, La"
"14018","14018",14,"14018",Córdoba,"Carpio, El"
"14019","14019",14,"14019",Córdoba,Castro del Río
"1402101","14021",14,GAU Córdoba,Córdoba,Córdoba distrito 01
"1402102","14021",14,GAU Córdoba,Córdoba,Córdoba distrito 02
"1402103","14021",14,GAU Córdoba,Córdoba,Córdoba distrito 03
"1402104","14021",14,GAU Córdoba,Córdoba,Córdoba distrito 04
"1402105","14021",14,GAU Córdoba,Córdoba,Córdoba distrito 05
"1402106","14021",14,GAU Córdoba,Córdoba,Córdoba distrito 06
"1402107","14021",14,GAU Córdoba,Córdoba,Córdoba distrito 07
"1402108","14021",14,GAU Córdoba,Córdoba,Córdoba distrito 08
"1402109","14021",14,GAU Córdoba,Córdoba,Córdoba distrito 09
"1402110","14021",14,GAU Córdoba,Córdoba,Córdoba distrito 10
14022_AM,14022_AM,14,14022_AM,Córdoba,Doña Mencía agregacion de municipios
14023_AM,14023_AM,14,14023_AM,Córdoba,Dos Torres agregacion de municipios
14024_AM,14024_AM,14,14024_AM,Córdoba,Encinas Reales agregacion de municipios
"14025","14025",14,"14025",Córdoba,Espejo
14026_AM,14026_AM,14,14026_AM,Córdoba,Espiel agregacion de municipios
"14027","14027",14,"14027",Córdoba,Fernán-Núñez
14029_AM,14029_AM,14,14029_AM,Córdoba,Fuente Obejuna agregacion de municipios
14030_AM,14030_AM,14,14030_AM,Córdoba,Fuente Palmera agregacion de municipios
"14035","14035",14,"14035",Córdoba,Hinojosa del Duque
"14036","14036",14,"14036",Córdoba,Hornachuelos
"14037","14037",14,"14037",Córdoba,Iznájar
"14038","14038",14,"14038",Córdoba,Lucena
14039_AM,14039_AM,14,14039_AM,Córdoba,Luque agregacion de municipios
"14040","14040",14,"14040",Córdoba,Montalbán de Córdoba
