id,id_municipio,id_provincia,gau,provincia,distrito,municipio,poblacion
"08107","08107","8",GAU Barcelona,Barcelona,Lliçà d'Amunt,Lliçà d'Amunt,"15673.0"
"08108","08108","8",GAU Barcelona,Barcelona,Lliçà de Vall,Lliçà de Vall,"6580.0"
"0811001","08110","8",GAU Barcelona,Barcelona,Malgrat de Mar distrito 01,Malgrat de Mar,"12631.0"
"0811002","08110","8",GAU Barcelona,Barcelona,Malgrat de Mar distrito 02,Malgrat de Mar,"6319.0"
"0811201","08112","8","08112",Barcelona,Manlleu distrito 01,Manlleu,"3272.0"
"0811202","08112","8","08112",Barcelona,Manlleu distrito 02,Manlleu,"6492.0"
"0811203","08112","8","08112",Barcelona,Manlleu distrito 03,Manlleu,"8030.0"
"0811204","08112","8","08112",Barcelona,Manlleu distrito 04,Manlleu,"3010.0"
"0811302","08113","8",GAU Manresa,Barcelona,Manresa distrito 02,Manresa,"22485.0"
0811303_AD,"08113","8",GAU Manresa,Barcelona,Manresa distrito 03 agregacion de distritos,Manresa,"12028.0"
"0811304","08113","8",GAU Manresa,Barcelona,Manresa distrito 04,Manresa,"22043.0"
"0811305","08113","8",GAU Manresa,Barcelona,Manresa distrito 05,Manresa,"21636.0"
"0811401","08114","8",GAU Barcelona,Barcelona,Martorell distrito 01,Martorell,"4945.0"
"0811402","08114","8",GAU Barcelona,Barcelona,Martorell distrito 02,Martorell,"3146.0"
"0811403","08114","8",GAU Barcelona,Barcelona,Martorell distrito 03,Martorell,"12437.0"
"0811404","08114","8",GAU Barcelona,Barcelona,Martorell distrito 04,Martorell,"8139.0"
08115_AM,08115_AM,"8",GAU Barcelona,Barcelona,Martorelles agregacion de municipios,Martorelles agregacion de municipios,"5705.0"
"08117","08117","8","08117",Barcelona,"Masies de Voltregà, Les","Masies de Voltregà, Les","3178.0"
"0811801","08118","8",GAU Barcelona,Barcelona,"Masnou, El distrito 01","Masnou, El","16818.0"
"0811802","08118","8",GAU Barcelona,Barcelona,"Masnou, El distrito 02","Masnou, El","7030.0"
"08119","08119","8","08119",Barcelona,Masquefa,Masquefa,"9623.0"
"08120","08120","8",GAU Barcelona,Barcelona,Matadepera,Matadepera,"9672.0"
"0812101","08121","8",GAU Barcelona,Barcelona,Mataró distrito 01,Mataró,"12850.0"
"0812102","08121","8",GAU Barcelona,Barcelona,Mataró distrito 02,Mataró,"20801.0"
"0812103","08121","8",GAU Barcelona,Barcelona,Mataró distrito 03,Mataró,"24357.0"
"0812104","08121","8",GAU Barcelona,Barcelona,Mataró distrito 04,Mataró,"15966.0"
"0812105","08121","8",GAU Barcelona,Barcelona,Mataró distrito 05,Mataró,"31414.0"
"0812106","08121","8",GAU Barcelona,Barcelona,Mataró distrito 06,Mataró,"23732.0"
08122_AM,08122_AM,"8",08122_AM,Barcelona,Mediona agregacion de municipios,Mediona agregacion de municipios,"6307.0"
"08123","08123","8",GAU Barcelona,Barcelona,Molins de Rei,Molins de Rei,"26104.0"
"0812401","08124","8",GAU Barcelona,Barcelona,Mollet del Vallès distrito 01,Mollet del Vallès,"12017.0"
"0812402","08124","8",GAU Barcelona,Barcelona,Mollet del Vallès distrito 02,Mollet del Vallès,"14794.0"
"0812403","08124","8",GAU Barcelona,Barcelona,Mollet del Vallès distrito 03,Mollet del Vallès,"24340.0"
"0812501","08125","8",GAU Barcelona,Barcelona,Montcada i Reixac distrito 01,Montcada i Reixac,"6165.0"
"0812502","08125","8",GAU Barcelona,Barcelona,Montcada i Reixac distrito 02,Montcada i Reixac,"6761.0"
"0812503","08125","8",GAU Barcelona,Barcelona,Montcada i Reixac distrito 03,Montcada i Reixac,"11920.0"
"0812504","08125","8",GAU Barcelona,Barcelona,Montcada i Reixac distrito 04,Montcada i Reixac,"3437.0"
"0812505","08125","8",GAU Barcelona,Barcelona,Montcada i Reixac distrito 05,Montcada i Reixac,"5400.0"
"0812506","08125","8",GAU Barcelona,Barcelona,Montcada i Reixac distrito 06,Montcada i Reixac,"3111.0"
"08126","08126","8",GAU Barcelona,Barcelona,Montgat,Montgat,"12260.0"
08127_AM,08127_AM,"8",08127_AM,Barcelona,Monistrol de Montserrat agregacion de municipios,Monistrol de Montserrat agregacion de municipios,"3449.0"
"08135","08135","8",GAU Barcelona,Barcelona,Montmeló,Montmeló,"8798.0"
"0813601","08136","8",GAU Barcelona,Barcelona,Montornès del Vallès distrito 01,Montornès del Vallès,"13086.0"
"0813602","08136","8",GAU Barcelona,Barcelona,Montornès del Vallès distrito 02,Montornès del Vallès,"3718.0"
"08138","08138","8","08138",Barcelona,MoiÍ,MoiÍ,"6474.0"
"08140","08140","8","08140",Barcelona,Navarcles,Navarcles,"6068.0"
"08141","08141","8","08141",Barcelona,Navàs,Navàs,"5973.0"
"08143","08143","8","08143",Barcelona,Òdena,Òdena,"3681.0"
08145_AM,08145_AM,"8",08145_AM,Barcelona,Olèrdola agregacion de municipios,Olèrdola agregacion de municipios,"6299.0"
"08147","08147","8",GAU Barcelona,Barcelona,Olesa de Montserrat,Olesa de Montserrat,"24132.0"
"08148","08148","8",GAU Barcelona,Barcelona,Olivella,Olivella,"4127.0"
08149_AM,08149_AM,"8",08149_AM,Barcelona,Olost agregacion de municipios,Olost agregacion de municipios,"3125.0"
"08155","08155","8",GAU Barcelona,Barcelona,Palafolls,Palafolls,"9646.0"
"08156","08156","8",GAU Barcelona,Barcelona,Palau-solità i Plegamans,Palau-solità i Plegamans,"14917.0"
"08157","08157","8",GAU Barcelona,Barcelona,PallejÍ,PallejÍ,"11636.0"
"08158","08158","8",GAU Barcelona,Barcelona,"Papiol, El","Papiol, El","4232.0"
"0815901","08159","8",GAU Barcelona,Barcelona,Parets del Vallès distrito 01,Parets del Vallès,"6472.0"
"0815902","08159","8",GAU Barcelona,Barcelona,Parets del Vallès distrito 02,Parets del Vallès,"12435.0"
"08161","08161","8","08161",Barcelona,Piera,Piera,"16411.0"
08162_AM,08162_AM,"8",08162_AM,Barcelona,"Hostalets de Pierola, Els agregacion de municipios","Hostalets de Pierola, Els agregacion de municipios","5241.0"
"08163","08163","8",GAU Barcelona,Barcelona,Pineda de Mar,Pineda de Mar,"27974.0"
"08167","08167","8",GAU Barcelona,Barcelona,PolinyÍ,PolinyÍ,"8494.0"
"0816901","08169","8",GAU Barcelona,Barcelona,"Prat de Llobregat, El distrito 01","Prat de Llobregat, El","8841.0"
"0816902","08169","8",GAU Barcelona,Barcelona,"Prat de Llobregat, El distrito 02","Prat de Llobregat, El","13051.0"
"0816903","08169","8",GAU Barcelona,Barcelona,"Prat de Llobregat, El distrito 03","Prat de Llobregat, El","20148.0"
"0816904","08169","8",GAU Barcelona,Barcelona,"Prat de Llobregat, El distrito 04","Prat de Llobregat, El","8132.0"
"0816905","08169","8",GAU Barcelona,Barcelona,"Prat de Llobregat, El distrito 05","Prat de Llobregat, El","15360.0"
08170_AM,08170_AM,"8",08170_AM,Barcelona,"Prats de Rei, Els agregacion de municipios","Prats de Rei, Els agregacion de municipios","4015.0"
"08171","08171","8","08171",Barcelona,Prats de Lluçanès,Prats de Lluçanès,"2634.0"
"0817201","08172","8",GAU Barcelona,Barcelona,Premià de Mar distrito 01,Premià de Mar,"7202.0"
"0817202","08172","8",GAU Barcelona,Barcelona,Premià de Mar distrito 02,Premià de Mar,"8165.0"
"0817203","08172","8",GAU Barcelona,Barcelona,Premià de Mar distrito 03,Premià de Mar,"13156.0"
08175_AM,08175_AM,"8",08175_AM,Barcelona,Puig-reig agregacion de municipios,Puig-reig agregacion de municipios,"5822.0"
"0818001","08180","8",GAU Barcelona,Barcelona,Ripollet distrito 01,Ripollet,"26484.0"
"0818002","08180","8",GAU Barcelona,Barcelona,Ripollet distrito 02,Ripollet,"12655.0"
"08181","08181","8",GAU Barcelona,Barcelona,"Roca del Vallès, La","Roca del Vallès, La","10676.0"
"08182","08182","8","08182",Barcelona,"Pont de Vilomara i Rocafort, El","Pont de Vilomara i Rocafort, El","4016.0"
"08183","08183","8","08183",Barcelona,Roda de Ter,Roda de Ter,"6449.0"
"0818401","08184","8",GAU Barcelona,Barcelona,Rubí distrito 01,Rubí,"6676.0"
"0818402","08184","8",GAU Barcelona,Barcelona,Rubí distrito 02,Rubí,"11255.0"
"0818403","08184","8",GAU Barcelona,Barcelona,Rubí distrito 03,Rubí,"15919.0"
"15060","15060","15","15060",La Coruña,Oroso,Oroso,"7530.0"
"0818404","08184","8",GAU Barcelona,Barcelona,Rubí distrito 04,Rubí,"44699.0"
"0818701","08187","8",GAU Barcelona,Barcelona,Sabadell distrito 01,Sabadell,"55240.0"
"0818702","08187","8",GAU Barcelona,Barcelona,Sabadell distrito 02,Sabadell,"25306.0"
"0818703","08187","8",GAU Barcelona,Barcelona,Sabadell distrito 03,Sabadell,"33467.0"
"0818704","08187","8",GAU Barcelona,Barcelona,Sabadell distrito 04,Sabadell,"41808.0"
"0818705","08187","8",GAU Barcelona,Barcelona,Sabadell distrito 05,Sabadell,"20540.0"
"0818706","08187","8",GAU Barcelona,Barcelona,Sabadell distrito 06,Sabadell,"30799.0"
"0818707","08187","8",GAU Barcelona,Barcelona,Sabadell distrito 07,Sabadell,"9044.0"
"08191","08191","8","08191",Barcelona,Sallent,Sallent,"6717.0"
"08192","08192","8",GAU Manresa,Barcelona,Santpedor,Santpedor,"7566.0"
"08194","08194","8",GAU Barcelona,Barcelona,Sant Adrià de Besòs,Sant Adrià de Besòs,"37283.0"
"08196","08196","8",GAU Barcelona,Barcelona,Sant Andreu de la Barca,Sant Andreu de la Barca,"27175.0"
"0819701","08197","8",GAU Barcelona,Barcelona,Sant Andreu de Llavaneres distrito 01,Sant Andreu de Llavaneres,"6122.0"
"0819702","08197","8",GAU Barcelona,Barcelona,Sant Andreu de Llavaneres distrito 02,Sant Andreu de Llavaneres,"5028.0"
"08198","08198","8",GAU Barcelona,Barcelona,Sant Antoni de Vilamajor,Sant Antoni de Vilamajor,"6383.0"
"0820001","08200","8",GAU Barcelona,Barcelona,Sant Boi de Llobregat distrito 01,Sant Boi de Llobregat,"9859.0"
"0820002","08200","8",GAU Barcelona,Barcelona,Sant Boi de Llobregat distrito 02,Sant Boi de Llobregat,"32160.0"
"0820003","08200","8",GAU Barcelona,Barcelona,Sant Boi de Llobregat distrito 03,Sant Boi de Llobregat,"14808.0"
"0820004","08200","8",GAU Barcelona,Barcelona,Sant Boi de Llobregat distrito 04,Sant Boi de Llobregat,"15906.0"
"0820005","08200","8",GAU Barcelona,Barcelona,Sant Boi de Llobregat distrito 05,Sant Boi de Llobregat,"5354.0"
"0820006","08200","8",GAU Barcelona,Barcelona,Sant Boi de Llobregat distrito 06,Sant Boi de Llobregat,"5668.0"
"08202","08202","8",GAU Barcelona,Barcelona,Sant Celoni,Sant Celoni,"18176.0"
"08203","08203","8",GAU Barcelona,Barcelona,Sant Cebrià de Vallalta,Sant Cebrià de Vallalta,"3570.0"
"08204","08204","8",GAU Barcelona,Barcelona,Sant Climent de Llobregat,Sant Climent de Llobregat,"4193.0"
"0820501","08205","8",GAU Barcelona,Barcelona,Sant Cugat del Vallès distrito 01,Sant Cugat del Vallès,"41806.0"
"0820502","08205","8",GAU Barcelona,Barcelona,Sant Cugat del Vallès distrito 02,Sant Cugat del Vallès,"20790.0"
"0820503","08205","8",GAU Barcelona,Barcelona,Sant Cugat del Vallès distrito 03,Sant Cugat del Vallès,"8444.0"
0820504_AD,"08205","8",GAU Barcelona,Barcelona,Sant Cugat del Vallès distrito 04 agregacion de distritos,Sant Cugat del Vallès,"6248.0"
"0820505","08205","8",GAU Barcelona,Barcelona,Sant Cugat del Vallès distrito 05,Sant Cugat del Vallès,"16724.0"
"08207","08207","8",GAU Barcelona,Barcelona,Sant Esteve de Palautordera,Sant Esteve de Palautordera,"2997.0"
08208_AM,08208_AM,"8",08208_AM,Barcelona,Sant Esteve Sesrovires agregacion de municipios,Sant Esteve Sesrovires agregacion de municipios,"10230.0"
"08209","08209","8",GAU Barcelona,Barcelona,Sant Fost de Campsentelles,Sant Fost de Campsentelles,"8997.0"
"0821001","08210","8",GAU Barcelona,Barcelona,Sant Feliu de Codines distrito 01,Sant Feliu de Codines,"3649.0"
"0821002","08210","8",GAU Barcelona,Barcelona,Sant Feliu de Codines distrito 02,Sant Feliu de Codines,"2757.0"
"08211","08211","8",GAU Barcelona,Barcelona,Sant Feliu de Llobregat,Sant Feliu de Llobregat,"45463.0"
"08213","08213","8",GAU Manresa,Barcelona,Sant Fruitós de Bages,Sant Fruitós de Bages,"8936.0"
"0821401","08214","8",GAU Barcelona,Barcelona,Vilassar de Dalt distrito 01,Vilassar de Dalt,"5391.0"
"0821402","08214","8",GAU Barcelona,Barcelona,Vilassar de Dalt distrito 02,Vilassar de Dalt,"3683.0"
"08215","08215","8","08215",Barcelona,Sant Hipòlit de VoltregÍ,Sant Hipòlit de VoltregÍ,"3547.0"
"0821701","08217","8",GAU Barcelona,Barcelona,Sant Joan Despí distrito 01,Sant Joan Despí,"16632.0"
"0821702","08217","8",GAU Barcelona,Barcelona,Sant Joan Despí distrito 02,Sant Joan Despí,"4776.0"
"0821703","08217","8",GAU Barcelona,Barcelona,Sant Joan Despí distrito 03,Sant Joan Despí,"6330.0"
"0821704","08217","8",GAU Barcelona,Barcelona,Sant Joan Despí distrito 04,Sant Joan Despí,"2780.0"
"0821705","08217","8",GAU Barcelona,Barcelona,Sant Joan Despí distrito 05,Sant Joan Despí,"3612.0"
"08218","08218","8",GAU Manresa,Barcelona,Sant Joan de Vilatorrada,Sant Joan de Vilatorrada,"10871.0"
"0821901","08219","8",GAU Barcelona,Barcelona,Vilassar de Mar distrito 01,Vilassar de Mar,"10098.0"
"0821902","08219","8",GAU Barcelona,Barcelona,Vilassar de Mar distrito 02,Vilassar de Mar,"6328.0"
"0821903","08219","8",GAU Barcelona,Barcelona,Vilassar de Mar distrito 03,Vilassar de Mar,"4510.0"
08220_AM,08220_AM,"8",08220_AM,Barcelona,Sant Julià de Vilatorta agregacion de municipios,Sant Julià de Vilatorta agregacion de municipios,"5411.0"
"08221","08221","8",GAU Barcelona,Barcelona,Sant Just Desvern,Sant Just Desvern,"19379.0"
"08223","08223","8",GAU Barcelona,Barcelona,Sant Llorenç Savall,Sant Llorenç Savall,"2514.0"
08224_AM,08224_AM,"8",08224_AM,Barcelona,Sant Martí de Centelles agregacion de municipios,Sant Martí de Centelles agregacion de municipios,"2638.0"
08226_AM,08226_AM,"8",08226_AM,Barcelona,Sant Martí de Tous agregacion de municipios,Sant Martí de Tous agregacion de municipios,"2916.0"
08227_AM,08227_AM,"8",08227_AM,Barcelona,Sant Martí Sarroca agregacion de municipios,Sant Martí Sarroca agregacion de municipios,"4883.0"
"08230","08230","8",GAU Barcelona,Barcelona,Premià de Dalt,Premià de Dalt,"10419.0"
"08231","08231","8",GAU Barcelona,Barcelona,Sant Pere de Ribes,Sant Pere de Ribes,"31525.0"
08232_AM,08232_AM,"8",08232_AM,Barcelona,Sant Pere de Riudebitlles agregacion de municipios,Sant Pere de Riudebitlles agregacion de municipios,"5146.0"
08233_AM,08233_AM,"8",08233_AM,Barcelona,Sant Pere de Torelló agregacion de municipios,Sant Pere de Torelló agregacion de municipios,"6518.0"
"08234","08234","8",GAU Barcelona,Barcelona,Sant Pere de Vilamajor,Sant Pere de Vilamajor,"4671.0"
"08235","08235","8",GAU Barcelona,Barcelona,Sant Pol de Mar,Sant Pol de Mar,"5538.0"
08237_AM,08237_AM,"8",08237_AM,Barcelona,Sant Quirze de Besora agregacion de municipios,Sant Quirze de Besora agregacion de municipios,"5770.0"
"08238","08238","8",GAU Barcelona,Barcelona,Sant Quirze del Vallès,Sant Quirze del Vallès,"20156.0"
"0824001","08240","8",GAU Barcelona,Barcelona,Sant Sadurní d'Anoia distrito 01,Sant Sadurní d'Anoia,"5653.0"
"0824002","08240","8",GAU Barcelona,Barcelona,Sant Sadurní d'Anoia distrito 02,Sant Sadurní d'Anoia,"7187.0"
"08244","08244","8",GAU Barcelona,Barcelona,Santa Coloma de Cervelló,Santa Coloma de Cervelló,"8273.0"
"0824501","08245","8",GAU Barcelona,Barcelona,Santa Coloma de Gramenet distrito 01,Santa Coloma de Gramenet,"22138.0"
"0824502","08245","8",GAU Barcelona,Barcelona,Santa Coloma de Gramenet distrito 02,Santa Coloma de Gramenet,"15365.0"
"0824503","08245","8",GAU Barcelona,Barcelona,Santa Coloma de Gramenet distrito 03,Santa Coloma de Gramenet,"19162.0"
"0824504","08245","8",GAU Barcelona,Barcelona,Santa Coloma de Gramenet distrito 04,Santa Coloma de Gramenet,"21794.0"
"0824505","08245","8",GAU Barcelona,Barcelona,Santa Coloma de Gramenet distrito 05,Santa Coloma de Gramenet,"23916.0"
"0824506","08245","8",GAU Barcelona,Barcelona,Santa Coloma de Gramenet distrito 06,Santa Coloma de Gramenet,"16914.0"
08247_AM,08247_AM,"8",08247_AM,Barcelona,Santa Eulàlia de Riuprimer agregacion de municipios,Santa Eulàlia de Riuprimer agregacion de municipios,"2579.0"
"08248","08248","8",GAU Barcelona,Barcelona,Santa Eulàlia de Ronçana,Santa Eulàlia de Ronçana,"7538.0"
"08250","08250","8","08250",Barcelona,Santa Margarida de Montbui,Santa Margarida de Montbui,"10192.0"
"08251","08251","8",GAU Barcelona,Barcelona,Santa Margarida i els Monjos,Santa Margarida i els Monjos,"7664.0"
"08252","08252","8",GAU Barcelona,Barcelona,Barberà del Vallès,Barberà del Vallès,"33016.0"
08258_AM,08258_AM,"8",08258_AM,Barcelona,Santa Maria d'Oló agregacion de municipios,Santa Maria d'Oló agregacion de municipios,"2515.0"
"08259","08259","8",GAU Barcelona,Barcelona,Santa Maria de Palautordera,Santa Maria de Palautordera,"9666.0"
"08260","08260","8",GAU Barcelona,Barcelona,Santa Perpètua de Mogoda,Santa Perpètua de Mogoda,"26033.0"
"08261","08261","8",GAU Barcelona,Barcelona,Santa Susanna,Santa Susanna,"3650.0"
08262_AM,08262_AM,"8",08262_AM,Barcelona,Sant Vicenç de Castellet agregacion de municipios,Sant Vicenç de Castellet agregacion de municipios,"10736.0"
"0826301","08263","8",GAU Barcelona,Barcelona,Sant Vicenç dels Horts distrito 01,Sant Vicenç dels Horts,"15335.0"
"0826302","08263","8",GAU Barcelona,Barcelona,Sant Vicenç dels Horts distrito 02,Sant Vicenç dels Horts,"4131.0"
"0826303","08263","8",GAU Barcelona,Barcelona,Sant Vicenç dels Horts distrito 03,Sant Vicenç dels Horts,"3807.0"
"0826304","08263","8",GAU Barcelona,Barcelona,Sant Vicenç dels Horts distrito 04,Sant Vicenç dels Horts,"4842.0"
"08264","08264","8",GAU Barcelona,Barcelona,Sant Vicenç de Montalt,Sant Vicenç de Montalt,"6523.0"
"08266","08266","8",GAU Barcelona,Barcelona,Cerdanyola del Vallès,Cerdanyola del Vallès,"57217.0"
"08267","08267","8",GAU Barcelona,Barcelona,Sentmenat,Sentmenat,"9347.0"
08268_AM,08268_AM,"8",08268_AM,Barcelona,Cercs agregacion de municipios,Cercs agregacion de municipios,"4886.0"
"08269","08269","8","08269",Barcelona,Seva,Seva,"3696.0"
"0827001","08270","8",GAU Barcelona,Barcelona,Sitges distrito 01,Sitges,"11468.0"
"0827002","08270","8",GAU Barcelona,Barcelona,Sitges distrito 02,Sitges,"18749.0"
08273_AM,08273_AM,"8",GAU Barcelona,Barcelona,Subirats agregacion de municipios,Subirats agregacion de municipios,"5072.0"
"08274","08274","8","08274",Barcelona,Súria,Súria,"5923.0"
08278_AM,08278_AM,"8",08278_AM,Barcelona,Taradell agregacion de municipios,Taradell agregacion de municipios,"6963.0"
"0827901","08279","8",GAU Barcelona,Barcelona,Terrassa distrito 01,Terrassa,"35963.0"
"0827902","08279","8",GAU Barcelona,Barcelona,Terrassa distrito 02,Terrassa,"23246.0"
"0827903","08279","8",GAU Barcelona,Barcelona,Terrassa distrito 03,Terrassa,"25815.0"
"0827904","08279","8",GAU Barcelona,Barcelona,Terrassa distrito 04,Terrassa,"40633.0"
"0827905","08279","8",GAU Barcelona,Barcelona,Terrassa distrito 05,Terrassa,"46381.0"
"0827906","08279","8",GAU Barcelona,Barcelona,Terrassa distrito 06,Terrassa,"42047.0"
"0827907","08279","8",GAU Barcelona,Barcelona,Terrassa distrito 07,Terrassa,"8926.0"
"08281","08281","8",GAU Barcelona,Barcelona,TeiÍ,TeiÍ,"6532.0"
"08282","08282","8",GAU Barcelona,Barcelona,Tiana,Tiana,"9009.0"
"08283","08283","8","08283",Barcelona,Tona,Tona,"8368.0"
08284_AM,08284_AM,"8",08284_AM,Barcelona,Tordera agregacion de municipios,Tordera agregacion de municipios,"19328.0"
"0828501","08285","8","08285",Barcelona,Torelló distrito 01,Torelló,"5430.0"
"0828502","08285","8","08285",Barcelona,Torelló distrito 02,Torelló,"3550.0"
"0828503","08285","8","08285",Barcelona,Torelló distrito 03,Torelló,"5573.0"
08286_AM,08286_AM,"8",08286_AM,Barcelona,"Torre de Claramunt, La agregacion de municipios","Torre de Claramunt, La agregacion de municipios","6059.0"
08288_AM,08288_AM,"8",08288_AM,Barcelona,Torrelles de Foix agregacion de municipios,Torrelles de Foix agregacion de municipios,"4841.0"
"08289","08289","8",GAU Barcelona,Barcelona,Torrelles de Llobregat,Torrelles de Llobregat,"6126.0"
"08291","08291","8",GAU Barcelona,Barcelona,Vacarisses,Vacarisses,"7082.0"
08294_AM,08294_AM,"8",GAU Barcelona,Barcelona,Vallgorguina agregacion de municipios,Vallgorguina agregacion de municipios,"5248.0"
"08295","08295","8",GAU Barcelona,Barcelona,Vallirana,Vallirana,"15438.0"
08296_AM,08296_AM,"8",GAU Barcelona,Barcelona,Vallromanes agregacion de municipios,Vallromanes agregacion de municipios,"3373.0"
"08298","08298","8","08298",Barcelona,Vic,Vic,"47319.0"
08300_AM,08300_AM,"8",GAU Barcelona,Barcelona,Viladecavalls agregacion de municipios,Viladecavalls agregacion de municipios,"9717.0"
"0830101","08301","8",GAU Barcelona,Barcelona,Viladecans distrito 01,Viladecans,"25244.0"
"0830102","08301","8",GAU Barcelona,Barcelona,Viladecans distrito 02,Viladecans,"41463.0"
"08302","08302","8","08302",Barcelona,Vilanova del Camí,Vilanova del Camí,"12736.0"
"0830501","08305","8",GAU Barcelona,Barcelona,Vilafranca del Penedès distrito 01,Vilafranca del Penedès,"5141.0"
"0830502","08305","8",GAU Barcelona,Barcelona,Vilafranca del Penedès distrito 02,Vilafranca del Penedès,"12036.0"
"0830503","08305","8",GAU Barcelona,Barcelona,Vilafranca del Penedès distrito 03,Vilafranca del Penedès,"7174.0"
"0830504","08305","8",GAU Barcelona,Barcelona,Vilafranca del Penedès distrito 04,Vilafranca del Penedès,"15618.0"
"0830701","08307","8",GAU Barcelona,Barcelona,Vilanova i la Geltrú distrito 01,Vilanova i la Geltrú,"18043.0"
"0830702","08307","8",GAU Barcelona,Barcelona,Vilanova i la Geltrú distrito 02,Vilanova i la Geltrú,"14827.0"
"0830703","08307","8",GAU Barcelona,Barcelona,Vilanova i la Geltrú distrito 03,Vilanova i la Geltrú,"7972.0"
"0830704","08307","8",GAU Barcelona,Barcelona,Vilanova i la Geltrú distrito 04,Vilanova i la Geltrú,"26616.0"
"08902","08902","8",GAU Barcelona,Barcelona,Vilanova del Vallès,Vilanova del Vallès,"5535.0"
"08904","08904","8",GAU Barcelona,Barcelona,Badia del Vallès,Badia del Vallès,"13228.0"
"08905","08905","8",GAU Barcelona,Barcelona,"Palma de Cervelló, La","Palma de Cervelló, La","3015.0"
"0901801","09018","9","09018",Burgos,Aranda de Duero distrito 01,Aranda de Duero,"13958.0"
"0901802","09018","9","09018",Burgos,Aranda de Duero distrito 02,Aranda de Duero,"7826.0"
"0901803","09018","9","09018",Burgos,Aranda de Duero distrito 03,Aranda de Duero,"11300.0"
09048_AM,09048_AM,"9",09048_AM,Burgos,Belorado agregacion de municipios,Belorado agregacion de municipios,"5319.0"
"09056","09056","9","09056",Burgos,Briviesca,Briviesca,"6465.0"
0905902_AD,"09059","9",GAU Burgos,Burgos,Burgos distrito 02 agregacion de distritos,Burgos,"9251.0"
"0905903","09059","9",GAU Burgos,Burgos,Burgos distrito 03,Burgos,"16404.0"
"0905905","09059","9",GAU Burgos,Burgos,Burgos distrito 05,Burgos,"57405.0"
"0905906","09059","9",GAU Burgos,Burgos,Burgos distrito 06,Burgos,"11990.0"
"0905907","09059","9",GAU Burgos,Burgos,Burgos distrito 07,Burgos,"11914.0"
"0905908","09059","9",GAU Burgos,Burgos,Burgos distrito 08,Burgos,"18209.0"
"0905909","09059","9",GAU Burgos,Burgos,Burgos distrito 09,Burgos,"48878.0"
09073_AM,09073_AM,"9",09073_AM,Burgos,Cardeñadijo agregacion de municipios,Cardeñadijo agregacion de municipios,"4711.0"
09109_AM,09109_AM,"9",09109_AM,Burgos,Condado de Treviño agregacion de municipios,Condado de Treviño agregacion de municipios,"1929.0"
09124_AM,09124_AM,"9",09124_AM,Burgos,Espinosa de los Monteros agregacion de municipios,Espinosa de los Monteros agregacion de municipios,"2527.0"
09141_AM,09141_AM,"9",09141_AM,Burgos,Fuentespina agregacion de municipios,Fuentespina agregacion de municipios,"6044.0"
09174_AM,09174_AM,"9",09174_AM,Burgos,Huerta de Rey agregacion de municipios,Huerta de Rey agregacion de municipios,"5125.0"
09177_AM,09177_AM,"9",09177_AM,Burgos,Ibeas de Juarros agregacion de municipios,Ibeas de Juarros agregacion de municipios,"3974.0"
"09194","09194","9","09194",Burgos,Lerma,Lerma,"2609.0"
09209_AM,09209_AM,"9",09209_AM,Burgos,Medina de Pomar agregacion de municipios,Medina de Pomar agregacion de municipios,"6747.0"
09211_AM,09211_AM,"9",09211_AM,Burgos,Melgar de Fernamental agregacion de municipios,Melgar de Fernamental agregacion de municipios,"5401.0"
"09219","09219","9","09219",Burgos,Miranda de Ebro,Miranda de Ebro,"35528.0"
09238_AM,09238_AM,"9",09238_AM,Burgos,Oña agregacion de municipios,Oña agregacion de municipios,"5369.0"
09289_AM,09289_AM,"9",09289_AM,Burgos,Quintanar de la Sierra agregacion de municipios,Quintanar de la Sierra agregacion de municipios,"4762.0"
09321_AM,09321_AM,"9",09321_AM,Burgos,Roa agregacion de municipios,Roa agregacion de municipios,"5393.0"
09330_AM,09330_AM,"9",09330_AM,Burgos,Salas de los Infantes agregacion de municipios,Salas de los Infantes agregacion de municipios,"4897.0"
09350_AM,09350_AM,"9",09350_AM,Burgos,Santa María del Campo agregacion de municipios,Santa María del Campo agregacion de municipios,"4874.0"
09363_AM,09363_AM,"9",09363_AM,Burgos,Sasamón agregacion de municipios,Sasamón agregacion de municipios,"4976.0"
09390_AM,09390_AM,"9",09390_AM,Burgos,Torresandino agregacion de municipios,Torresandino agregacion de municipios,"2804.0"
"09410","09410","9","09410",Burgos,Valle de Mena,Valle de Mena,"3987.0"
09413_AM,09413_AM,"9",09413_AM,Burgos,Valle de Valdebezana agregacion de municipios,Valle de Valdebezana agregacion de municipios,"4589.0"
09434_AM,09434_AM,"9",09434_AM,Burgos,Villagonzalo Pedernales agregacion de municipios,Villagonzalo Pedernales agregacion de municipios,"5550.0"
09439_AM,09439_AM,"9",09439_AM,Burgos,Villalbilla de Burgos agregacion de municipios,Villalbilla de Burgos agregacion de municipios,"4769.0"
"09903","09903","9","09903",Burgos,Villarcayo de Merindad de Castilla la Vieja,Villarcayo de Merindad de Castilla la Vieja,"4029.0"
09907_AM,09907_AM,"9",09907_AM,Burgos,Alfoz de Quintanadueñas agregacion de municipios,Alfoz de Quintanadueñas agregacion de municipios,"6542.0"
10004_AM,10004_AM,"10",10004_AM,Cáceres,Acehúche agregacion de municipios,Acehúche agregacion de municipios,"2712.0"
