id,id_municipio,id_provincia,gau,provincia,distrito,municipio,poblacion
28169_AM,28169_AM,"28",28169_AM,Madrid,Venturada agregacion de municipios,Venturada agregacion de municipios,"3224.0"
28170_AM,28170_AM,"28",28170_AM,Madrid,Villaconejos agregacion de municipios,Villaconejos agregacion de municipios,"4824.0"
"28171","28171","28","28171",Madrid,Villa del Prado,Villa del Prado,"6837.0"
"28172","28172","28","28172",Madrid,Villalbilla,Villalbilla,"15049.0"
"28174","28174","28","28174",Madrid,Villamanta,Villamanta,"2643.0"
"28176","28176","28",GAU Madrid,Madrid,Villanueva de la Cañada,Villanueva de la Cañada,"22580.0"
"28177","28177","28",GAU Madrid,Madrid,Villanueva del Pardillo,Villanueva del Pardillo,"17310.0"
28178_AM,28178_AM,"28",28178_AM,Madrid,Villanueva de Perales agregacion de municipios,Villanueva de Perales agregacion de municipios,"3113.0"
28179_AM,28179_AM,"28",28179_AM,Madrid,Villar del Olmo agregacion de municipios,Villar del Olmo agregacion de municipios,"5543.0"
"28180","28180","28","28180",Madrid,Villarejo de Salvanés,Villarejo de Salvanés,"7552.0"
"28181","28181","28",GAU Madrid,Madrid,Villaviciosa de Odón,Villaviciosa de Odón,"28030.0"
28183_AM,28183_AM,"28",28183_AM,Madrid,Zarzalejo agregacion de municipios,Zarzalejo agregacion de municipios,"4011.0"
28901_AM,28901_AM,"28",28901_AM,Madrid,Lozoyuela-Navas-Sieteiglesias agregacion de municipios,Lozoyuela-Navas-Sieteiglesias agregacion de municipios,"6257.0"
"28903","28903","28",GAU Madrid,Madrid,Tres Cantos,Tres Cantos,"48751.0"
"29001","29001","29","29001",Málaga,Alameda,Alameda,"5453.0"
29002_AM,29002_AM,"29",29002_AM,Málaga,Alcaucín agregacion de municipios,Alcaucín agregacion de municipios,"6115.0"
"29005","29005","29",GAU Vélez-Málaga,Málaga,Algarrobo,Algarrobo,"6551.0"
"29007","29007","29",GAU Málaga,Málaga,Alhaurín de la Torre,Alhaurín de la Torre,"41868.0"
"2900801","29008","29","29008",Málaga,Alhaurín el Grande distrito 01,Alhaurín el Grande,"11924.0"
"2900802","29008","29","29008",Málaga,Alhaurín el Grande distrito 02,Alhaurín el Grande,"5894.0"
"2900803","29008","29","29008",Málaga,Alhaurín el Grande distrito 03,Alhaurín el Grande,"8277.0"
29009_AM,29009_AM,"29",29009_AM,Málaga,Almáchar agregacion de municipios,Almáchar agregacion de municipios,"6235.0"
"29011","29011","29","29011",Málaga,Almogía,Almogía,"3859.0"
"29012","29012","29","29012",Málaga,Álora,Álora,"13336.0"
29015_AM,29015_AM,"29",29015_AM,Málaga,Antequera agregacion de municipios,Antequera agregacion de municipios,"43831.0"
"29017","29017","29","29017",Málaga,Archidona,Archidona,"8114.0"
29018_AM,29018_AM,"29",29018_AM,Málaga,Ardales agregacion de municipios,Ardales agregacion de municipios,"3237.0"
29020_AM,29020_AM,"29",29020_AM,Málaga,Arriate agregacion de municipios,Arriate agregacion de municipios,"4684.0"
"29023","29023","29",GAU La Costa del Sol,Málaga,Benahavís,Benahavís,"7829.0"
"2902501","29025","29",GAU Málaga,Málaga,Benalmádena distrito 01,Benalmádena,"10912.0"
"2902502","29025","29",GAU Málaga,Málaga,Benalmádena distrito 02,Benalmádena,"33368.0"
"2902503","29025","29",GAU Málaga,Málaga,Benalmádena distrito 03,Benalmádena,"25924.0"
29027_AM,29027_AM,"29",29027_AM,Málaga,Benamocarra agregacion de municipios,Benamocarra agregacion de municipios,"4466.0"
29028_AM,29028_AM,"29",29028_AM,Málaga,Benaoján agregacion de municipios,Benaoján agregacion de municipios,"5505.0"
"38005","38005","38","38005",Tenerife,Arico,Arico,"8234.0"
29031_AM,29031_AM,"29",29031_AM,Málaga,"Burgo, El agregacion de municipios","Burgo, El agregacion de municipios","5512.0"
"29032","29032","29","29032",Málaga,Campillos,Campillos,"8301.0"
"2903801","29038","29",GAU Málaga,Málaga,Cártama distrito 01,Cártama,"10844.0"
"2903802","29038","29",GAU Málaga,Málaga,Cártama distrito 02,Cártama,"16592.0"
"29039","29039","29","29039",Málaga,Casabermeja,Casabermeja,"3712.0"
"29040","29040","29","29040",Málaga,Casarabonela,Casarabonela,"2532.0"
"29041","29041","29","29041",Málaga,Casares,Casares,"7342.0"
"2904201","29042","29","29042",Málaga,Coín distrito 01,Coín,"4018.0"
"2904202","29042","29","29042",Málaga,Coín distrito 02,Coín,"4859.0"
"2904203","29042","29","29042",Málaga,Coín distrito 03,Coín,"6040.0"
"2904204","29042","29","29042",Málaga,Coín distrito 04,Coín,"8458.0"
"29043","29043","29","29043",Málaga,Colmenar,Colmenar,"3450.0"
"29045","29045","29","29045",Málaga,Cómpeta,Cómpeta,"3866.0"
"29046","29046","29","29046",Málaga,Cortes de la Frontera,Cortes de la Frontera,"3034.0"
29049_AM,29049_AM,"29",29049_AM,Málaga,Cuevas de San Marcos agregacion de municipios,Cuevas de San Marcos agregacion de municipios,"4969.0"
"2905101","29051","29",GAU La Costa del Sol,Málaga,Estepona distrito 01,Estepona,"30034.0"
"2905102","29051","29",GAU La Costa del Sol,Málaga,Estepona distrito 02,Estepona,"21881.0"
"2905103","29051","29",GAU La Costa del Sol,Málaga,Estepona distrito 03,Estepona,"20010.0"
"29053","29053","29","29053",Málaga,Frigiliana,Frigiliana,"3198.0"
"2905401","29054","29",GAU Málaga,Málaga,Fuengirola distrito 01,Fuengirola,"47313.0"
"2905402","29054","29",GAU Málaga,Málaga,Fuengirola distrito 02,Fuengirola,"13999.0"
"2905403","29054","29",GAU Málaga,Málaga,Fuengirola distrito 03,Fuengirola,"21273.0"
"29055","29055","29","29055",Málaga,Fuente de Piedra,Fuente de Piedra,"2770.0"
29056_AM,29056_AM,"29",29056_AM,Málaga,Gaucín agregacion de municipios,Gaucín agregacion de municipios,"4238.0"
"29059","29059","29","29059",Málaga,Humilladero,Humilladero,"3293.0"
"2906701","29067","29",GAU Málaga,Málaga,Málaga distrito 01,Málaga,"4177.0"
"2906702","29067","29",GAU Málaga,Málaga,Málaga distrito 02,Málaga,"66270.0"
"2906703","29067","29",GAU Málaga,Málaga,Málaga distrito 03,Málaga,"2965.0"
"2906704","29067","29",GAU Málaga,Málaga,Málaga distrito 04,Málaga,"15631.0"
"2906705","29067","29",GAU Málaga,Málaga,Málaga distrito 05,Málaga,"3795.0"
"2906706","29067","29",GAU Málaga,Málaga,Málaga distrito 06,Málaga,"58957.0"
"2906707","29067","29",GAU Málaga,Málaga,Málaga distrito 07,Málaga,"117438.0"
"2906708","29067","29",GAU Málaga,Málaga,Málaga distrito 08,Málaga,"115479.0"
"2906709","29067","29",GAU Málaga,Málaga,Málaga distrito 09,Málaga,"81240.0"
"2906710","29067","29",GAU Málaga,Málaga,Málaga distrito 10,Málaga,"90628.0"
"2906711","29067","29",GAU Málaga,Málaga,Málaga distrito 11,Málaga,"20825.0"
"29068","29068","29","29068",Málaga,Manilva,Manilva,"16849.0"
"2906901","29069","29",GAU La Costa del Sol,Málaga,Marbella distrito 01,Marbella,"64512.0"
"2906902","29069","29",GAU La Costa del Sol,Málaga,Marbella distrito 02,Marbella,"37328.0"
"2906903","29069","29",GAU La Costa del Sol,Málaga,Marbella distrito 03,Marbella,"27101.0"
"2906904","29069","29",GAU La Costa del Sol,Málaga,Marbella distrito 04,Marbella,"19017.0"
"29070","29070","29",GAU Málaga,Málaga,Mijas,Mijas,"86744.0"
"29072","29072","29","29072",Málaga,Mollina,Mollina,"5341.0"
29073_AM,29073_AM,"29",29073_AM,Málaga,Monda agregacion de municipios,Monda agregacion de municipios,"5088.0"
"29075","29075","29","29075",Málaga,Nerja,Nerja,"21018.0"
29076_AM,29076_AM,"29",29076_AM,Málaga,Ojén agregacion de municipios,Ojén agregacion de municipios,"5543.0"
"29079","29079","29","29079",Málaga,Periana,Periana,"3159.0"
"2908001","29080","29","29080",Málaga,Pizarra distrito 01,Pizarra,"6736.0"
"2908002","29080","29","29080",Málaga,Pizarra distrito 02,Pizarra,"2836.0"
29082_AM,29082_AM,"29",29082_AM,Málaga,Rincón de la Victoria agregacion de municipios,Rincón de la Victoria agregacion de municipios,"51759.0"
29083_AM,29083_AM,"29",29083_AM,Málaga,Riogordo agregacion de municipios,Riogordo agregacion de municipios,"4149.0"
"29084","29084","29","29084",Málaga,Ronda,Ronda,"33624.0"
29086_AM,29086_AM,"29",29086_AM,Málaga,Sayalonga agregacion de municipios,Sayalonga agregacion de municipios,"4769.0"
"29088","29088","29","29088",Málaga,Sierra de Yeguas,Sierra de Yeguas,"3386.0"
29089_AM,29089_AM,"29",29089_AM,Málaga,Teba agregacion de municipios,Teba agregacion de municipios,"5671.0"
29090_AM,29090_AM,"29",29090_AM,Málaga,Tolox agregacion de municipios,Tolox agregacion de municipios,"4293.0"
"2909101","29091","29","29091",Málaga,Torrox distrito 01,Torrox,"4271.0"
"2909102","29091","29","29091",Málaga,Torrox distrito 02,Torrox,"8920.0"
"2909103","29091","29","29091",Málaga,Torrox distrito 03,Torrox,"5746.0"
"2909401","29094","29",GAU Vélez-Málaga,Málaga,Vélez-Málaga distrito 01,Vélez-Málaga,"30957.0"
2909402_AD,"29094","29",GAU Vélez-Málaga,Málaga,Vélez-Málaga distrito 02 agregacion de distritos,Vélez-Málaga,"12601.0"
"2909403","29094","29",GAU Vélez-Málaga,Málaga,Vélez-Málaga distrito 03,Vélez-Málaga,"26592.0"
"2909404","29094","29",GAU Vélez-Málaga,Málaga,Vélez-Málaga distrito 04,Vélez-Málaga,"12817.0"
29095_AM,29095_AM,"29",29095_AM,Málaga,Villanueva de Algaidas agregacion de municipios,Villanueva de Algaidas agregacion de municipios,"5566.0"
"29096","29096","29","29096",Málaga,Villanueva del Rosario,Villanueva del Rosario,"3374.0"
"29097","29097","29","29097",Málaga,Villanueva del Trabuco,Villanueva del Trabuco,"5360.0"
"29100","29100","29","29100",Málaga,Yunquera,Yunquera,"2866.0"
"29901","29901","29",GAU Málaga,Málaga,Torremolinos,Torremolinos,"68056.0"
"29902","29902","29","29902",Málaga,Villanueva de la Concepción,Villanueva de la Concepción,"3277.0"
"3000101","30001","30","30001",Murcia,Abanilla distrito 01,Abanilla,"3091.0"
"3000102","30001","30","30001",Murcia,Abanilla distrito 02,Abanilla,"3025.0"
"30002","30002","30","30002",Murcia,Abarán,Abarán,"13066.0"
"30003","30003","30","30003",Murcia,Águilas,Águilas,"35956.0"
"30005","30005","30",GAU Murcia,Murcia,Alcantarilla,Alcantarilla,"42559.0"
"30007","30007","30",GAU Murcia,Murcia,Alguazas,Alguazas,"9842.0"
"30008","30008","30","30008",Murcia,Alhama de Murcia,Alhama de Murcia,"22240.0"
"30009","30009","30",GAU Murcia,Murcia,Archena,Archena,"19500.0"
"30010","30010","30",GAU Murcia,Murcia,Beniel,Beniel,"11508.0"
"30011","30011","30","30011",Murcia,Blanca,Blanca,"6608.0"
"30012","30012","30","30012",Murcia,Bullas,Bullas,"11619.0"
"30013","30013","30","30013",Murcia,Calasparra,Calasparra,"10133.0"
30014_AM,30014_AM,"30",30014_AM,Murcia,Campos del Río agregacion de municipios,Campos del Río agregacion de municipios,"4714.0"
"30015","30015","30","30015",Murcia,Caravaca de la Cruz,Caravaca de la Cruz,"25611.0"
"3001601","30016","30",GAU Cartagena,Murcia,Cartagena distrito 01,Cartagena,"4121.0"
"3001602","30016","30",GAU Cartagena,Murcia,Cartagena distrito 02,Cartagena,"13624.0"
"3001603","30016","30",GAU Cartagena,Murcia,Cartagena distrito 03,Cartagena,"32018.0"
"3001604","30016","30",GAU Cartagena,Murcia,Cartagena distrito 04,Cartagena,"6286.0"
"3001605","30016","30",GAU Cartagena,Murcia,Cartagena distrito 05,Cartagena,"11524.0"
"3001606","30016","30",GAU Cartagena,Murcia,Cartagena distrito 06,Cartagena,"21922.0"
"3001607","30016","30",GAU Cartagena,Murcia,Cartagena distrito 07,Cartagena,"21313.0"
"3001608","30016","30",GAU Cartagena,Murcia,Cartagena distrito 08,Cartagena,"47554.0"
"3001609","30016","30",GAU Cartagena,Murcia,Cartagena distrito 09,Cartagena,"7555.0"
"3001610","30016","30",GAU Cartagena,Murcia,Cartagena distrito 10,Cartagena,"50448.0"
"30017","30017","30","30017",Murcia,Cehegín,Cehegín,"14798.0"
"30018","30018","30",GAU Murcia,Murcia,Ceutí,Ceutí,"12199.0"
"30019","30019","30","30019",Murcia,Cieza,Cieza,"35301.0"
"30020","30020","30","30020",Murcia,Fortuna,Fortuna,"10512.0"
"30021","30021","30","30021",Murcia,Fuente Álamo de Murcia,Fuente Álamo de Murcia,"17225.0"
"30022","30022","30","30022",Murcia,Jumilla,Jumilla,"26234.0"
"30023","30023","30","30023",Murcia,Librilla,Librilla,"5351.0"
"3002401","30024","30",GAU Lorca,Murcia,Lorca distrito 01,Lorca,"62479.0"
"3002402","30024","30",GAU Lorca,Murcia,Lorca distrito 02,Lorca,"33759.0"
"30025","30025","30",GAU Murcia,Murcia,Lorquí,Lorquí,"7320.0"
"30026","30026","30","30026",Murcia,Mazarrón,Mazarrón,"32988.0"
"30027","30027","30",GAU Murcia,Murcia,Molina de Segura,Molina de Segura,"73498.0"
"30028","30028","30","30028",Murcia,Moratalla,Moratalla,"7797.0"
"30029","30029","30","30029",Murcia,Mula,Mula,"17074.0"
"3003001","30030","30",GAU Murcia,Murcia,Murcia distrito 01,Murcia,"62515.0"
"3003002","30030","30",GAU Murcia,Murcia,Murcia distrito 02,Murcia,"53523.0"
"3003003","30030","30",GAU Murcia,Murcia,Murcia distrito 03,Murcia,"53593.0"
"3003004","30030","30",GAU Murcia,Murcia,Murcia distrito 04,Murcia,"98836.0"
"3003005","30030","30",GAU Murcia,Murcia,Murcia distrito 05,Murcia,"78719.0"
"3003006","30030","30",GAU Murcia,Murcia,Murcia distrito 06,Murcia,"50536.0"
"3003007","30030","30",GAU Murcia,Murcia,Murcia distrito 07,Murcia,"50023.0"
"3003008","30030","30",GAU Murcia,Murcia,Murcia distrito 08,Murcia,"12604.0"
"30032","30032","30","30032",Murcia,Pliego,Pliego,"3868.0"
"30033","30033","30","30033",Murcia,Puerto Lumbreras,Puerto Lumbreras,"16060.0"
"30035","30035","30","30035",Murcia,San Javier,San Javier,"33645.0"
"30036","30036","30","30036",Murcia,San Pedro del Pinatar,San Pedro del Pinatar,"26320.0"
"3003701","30037","30","30037",Murcia,Torre-Pacheco distrito 01,Torre-Pacheco,"21763.0"
"3003702","30037","30","30037",Murcia,Torre-Pacheco distrito 02,Torre-Pacheco,"15536.0"
"30038","30038","30",GAU Murcia,Murcia,"Torres de Cotillas, Las","Torres de Cotillas, Las","21837.0"
30039_AM,30039_AM,"30",30039_AM,Murcia,Totana agregacion de municipios,Totana agregacion de municipios,"33399.0"
"30041","30041","30",GAU Cartagena,Murcia,"Unión, La","Unión, La","20536.0"
30042_AM,30042_AM,"30",30042_AM,Murcia,Villanueva del Río Segura agregacion de municipios,Villanueva del Río Segura agregacion de municipios,"4629.0"
"30043","30043","30","30043",Murcia,Yecla,Yecla,"35083.0"
"30901","30901","30",GAU Murcia,Murcia,Santomera,Santomera,"16154.0"
"30902","30902","30","30902",Murcia,"Alcázares, Los","Alcázares, Los","16935.0"
31010_AM,31010_AM,"31",31010_AM,Navarra,Altsasu/Alsasua agregacion de municipios,Altsasu/Alsasua agregacion de municipios,"9278.0"
"31015","31015","31","31015",Navarra,Andosilla,Andosilla,"2752.0"
"31016","31016","31",GAU Pamplona,Navarra,Ansoáin/Antsoain,Ansoáin/Antsoain,"10732.0"
31019_AM,31019_AM,"31",31019_AM,Navarra,Aoiz/Agoitz agregacion de municipios,Aoiz/Agoitz agregacion de municipios,"4937.0"
"31023","31023","31",GAU Pamplona,Navarra,Aranguren,Aranguren,"11726.0"
31029_AM,31029_AM,"31",31029_AM,Navarra,"Arcos, Los agregacion de municipios","Arcos, Los agregacion de municipios","4005.0"
31036_AM,31036_AM,"31",31036_AM,Navarra,Arróniz agregacion de municipios,Arróniz agregacion de municipios,"4310.0"
31038_AM,31038_AM,"31",31038_AM,Navarra,Artajona agregacion de municipios,Artajona agregacion de municipios,"4793.0"
31041_AM,31041_AM,"31",31041_AM,Navarra,Ayegui/Aiegi agregacion de municipios,Ayegui/Aiegi agregacion de municipios,"5648.0"
31042_AM,31042_AM,"31",31042_AM,Navarra,Azagra agregacion de municipios,Azagra agregacion de municipios,"6236.0"
31050_AM,31050_AM,"31",31050_AM,Navarra,Baztan agregacion de municipios,Baztan agregacion de municipios,"8422.0"
"3106001","31060","31",GAU Pamplona,Navarra,Burlada/Burlata distrito 01,Burlada/Burlata,"9046.0"
"3106002","31060","31",GAU Pamplona,Navarra,Burlada/Burlata distrito 02,Burlada/Burlata,"10677.0"
"31065","31065","31","31065",Navarra,Caparroso,Caparroso,"2784.0"
31067_AM,31067_AM,"31",31067_AM,Navarra,Carcastillo agregacion de municipios,Carcastillo agregacion de municipios,"5423.0"
31068_AM,31068_AM,"31",31068_AM,Navarra,Cascante agregacion de municipios,Cascante agregacion de municipios,"5439.0"
"31070","31070","31","31070",Navarra,Castejón,Castejón,"4306.0"
31072_AM,31072_AM,"31",31072_AM,Navarra,Cintruénigo agregacion de municipios,Cintruénigo agregacion de municipios,"10132.0"
31076_AM,31076_AM,"31",31076_AM,Navarra,Cizur agregacion de municipios,Cizur agregacion de municipios,"6164.0"
"3107701","31077","31","31077",Navarra,Corella distrito 01,Corella,"4527.0"
"3107702","31077","31","31077",Navarra,Corella distrito 02,Corella,"3693.0"
31078_AM,31078_AM,"31",31078_AM,Navarra,Cortes agregacion de municipios,Cortes agregacion de municipios,"5402.0"
31084_AM,31084_AM,"31",31084_AM,Navarra,Etxarri Aranatz agregacion de municipios,Etxarri Aranatz agregacion de municipios,"5416.0"
"31086","31086","31",GAU Pamplona,Navarra,Valle de Egüés/Eguesibar,Valle de Egüés/Eguesibar,"21556.0"
"31088","31088","31",GAU Pamplona,Navarra,Noáin (Valle de Elorz)/Noain (Elortzibar),Noáin (Valle de Elorz)/Noain (Elortzibar),"8354.0"
31092_AM,31092_AM,"31",31092_AM,Navarra,Erro agregacion de municipios,Erro agregacion de municipios,"4911.0"
"31097","31097","31","31097",Navarra,Estella-Lizarra,Estella-Lizarra,"13911.0"
"31098","31098","31","31098",Navarra,Esteribar,Esteribar,"2790.0"
31101_AM,31101_AM,"31",31101_AM,Navarra,Ezcabarte agregacion de municipios,Ezcabarte agregacion de municipios,"3005.0"
31104_AM,31104_AM,"31",31104_AM,Navarra,Falces agregacion de municipios,Falces agregacion de municipios,"3845.0"
31108_AM,31108_AM,"31",31108_AM,Navarra,Fustiñana agregacion de municipios,Fustiñana agregacion de municipios,"4824.0"
"31122","31122","31",GAU Pamplona,Navarra,Huarte/Uharte,Huarte/Uharte,"7286.0"
31138_AM,31138_AM,"31",31138_AM,Navarra,Lakuntza agregacion de municipios,Lakuntza agregacion de municipios,"3861.0"
31142_AM,31142_AM,"31",31142_AM,Navarra,Larraga agregacion de municipios,Larraga agregacion de municipios,"5958.0"
31149_AM,31149_AM,"31",31149_AM,Navarra,Leitza agregacion de municipios,Leitza agregacion de municipios,"4418.0"
31152_AM,31152_AM,"31",31152_AM,Navarra,Lerín agregacion de municipios,Lerín agregacion de municipios,"2895.0"
31153_AM,31153_AM,"31",31153_AM,Navarra,Lesaka agregacion de municipios,Lesaka agregacion de municipios,"4159.0"
31157_AM,31157_AM,"31",31157_AM,Navarra,Lodosa agregacion de municipios,Lodosa agregacion de municipios,"6131.0"
31159_AM,31159_AM,"31",31159_AM,Navarra,Lumbier agregacion de municipios,Lumbier agregacion de municipios,"2834.0"
"31163","31163","31","31163",Navarra,Marcilla,Marcilla,"2866.0"
31165_AM,31165_AM,"31",31165_AM,Navarra,Mendavia agregacion de municipios,Mendavia agregacion de municipios,"4654.0"
"31169","31169","31","31169",Navarra,Milagro,Milagro,"3470.0"
"31176","31176","31","31176",Navarra,Murchante,Murchante,"4135.0"
31191_AM,31191_AM,"31",31191_AM,Navarra,Olite/Erriberri agregacion de municipios,Olite/Erriberri agregacion de municipios,"6060.0"
"3120101","31201","31",GAU Pamplona,Navarra,Pamplona/Iruña distrito 01,Pamplona/Iruña,"11252.0"
"3120102","31201","31",GAU Pamplona,Navarra,Pamplona/Iruña distrito 02,Pamplona/Iruña,"20330.0"
"3120103","31201","31",GAU Pamplona,Navarra,Pamplona/Iruña distrito 03,Pamplona/Iruña,"36123.0"
"3120104","31201","31",GAU Pamplona,Navarra,Pamplona/Iruña distrito 04,Pamplona/Iruña,"34884.0"
"3120105","31201","31",GAU Pamplona,Navarra,Pamplona/Iruña distrito 05,Pamplona/Iruña,"21085.0"
"3120106","31201","31",GAU Pamplona,Navarra,Pamplona/Iruña distrito 06,Pamplona/Iruña,"19119.0"
"3120107","31201","31",GAU Pamplona,Navarra,Pamplona/Iruña distrito 07,Pamplona/Iruña,"46705.0"
"3120108","31201","31",GAU Pamplona,Navarra,Pamplona/Iruña distrito 08,Pamplona/Iruña,"13583.0"
"3120201","31202","31","31202",Navarra,Peralta/Azkoien distrito 01,Peralta/Azkoien,"2864.0"
"3120202","31202","31","31202",Navarra,Peralta/Azkoien distrito 02,Peralta/Azkoien,"3101.0"
31206_AM,31206_AM,"31",31206_AM,Navarra,Puente la Reina/Gares agregacion de municipios,Puente la Reina/Gares agregacion de municipios,"4180.0"
31208_AM,31208_AM,"31",31208_AM,Navarra,Ribaforada agregacion de municipios,Ribaforada agregacion de municipios,"6198.0"
"3121501","31215","31","31215",Navarra,San Adrián distrito 01,San Adrián,"3691.0"
"3121502","31215","31","31215",Navarra,San Adrián distrito 02,San Adrián,"2678.0"
"31216","31216","31","31216",Navarra,Sangüesa/Zangoza,Sangüesa/Zangoza,"4872.0"
31221_AM,31221_AM,"31",31221_AM,Navarra,Doneztebe/Santesteban agregacion de municipios,Doneztebe/Santesteban agregacion de municipios,"5494.0"
"3122701","31227","31","31227",Navarra,Tafalla distrito 01,Tafalla,"4973.0"
"3122702","31227","31","31227",Navarra,Tafalla distrito 02,Tafalla,"5609.0"
"3123201","31232","31","31232",Navarra,Tudela distrito 01,Tudela,"3151.0"
"3123202","31232","31","31232",Navarra,Tudela distrito 02,Tudela,"11056.0"
"3123203","31232","31","31232",Navarra,Tudela distrito 03,Tudela,"12695.0"
"3123204","31232","31","31232",Navarra,Tudela distrito 04,Tudela,"10106.0"
31249_AM,31249_AM,"31",31249_AM,Navarra,Valtierra agregacion de municipios,Valtierra agregacion de municipios,"6794.0"
"31250","31250","31","31250",Navarra,Bera,Bera,"3759.0"
31251_AM,31251_AM,"31",31251_AM,Navarra,Viana agregacion de municipios,Viana agregacion de municipios,"4494.0"
"31254","31254","31","31254",Navarra,Villafranca,Villafranca,"2907.0"
"31258","31258","31",GAU Pamplona,Navarra,Villava/Atarrabia,Villava/Atarrabia,"10131.0"
31260_AM,31260_AM,"31",31260_AM,Navarra,Valle de Yerri/Deierri agregacion de municipios,Valle de Yerri/Deierri agregacion de municipios,"5463.0"
"31901","31901","31",GAU Pamplona,Navarra,Barañáin/Barañain,Barañáin/Barañain,"19853.0"
"31902","31902","31",GAU Pamplona,Navarra,Berrioplano/Berriobeiti,Berrioplano/Berriobeiti,"7468.0"
"31903","31903","31",GAU Pamplona,Navarra,Berriozar,Berriozar,"10723.0"
31904_AM,31904_AM,"31",31904_AM,Navarra,Irurtzun agregacion de municipios,Irurtzun agregacion de municipios,"6577.0"
31905_AM,31905_AM,"31",31905_AM,Navarra,Beriáin agregacion de municipios,Beriáin agregacion de municipios,"5645.0"
31906_AM,31906_AM,"31",GAU Pamplona,Navarra,Orkoien agregacion de municipios,Orkoien agregacion de municipios,"6028.0"
"31907","31907","31",GAU Pamplona,Navarra,Zizur Mayor/Zizur Nagusia,Zizur Mayor/Zizur Nagusia,"15198.0"
31908_AM,31908_AM,"31",31908_AM,Navarra,Lekunberri agregacion de municipios,Lekunberri agregacion de municipios,"4977.0"
32001_AM,32001_AM,"32",32001_AM,Ourense,Allariz agregacion de municipios,Allariz agregacion de municipios,"7766.0"
32004_AM,32004_AM,"32",32004_AM,Ourense,Avión agregacion de municipios,Avión agregacion de municipios,"6011.0"
32007_AM,32007_AM,"32",32007_AM,Ourense,Baños de Molgas agregacion de municipios,Baños de Molgas agregacion de municipios,"6594.0"
"32008","32008","32",GAU Ourense,Ourense,Barbadás,Barbadás,"11022.0"
"32009","32009","32","32009",Ourense,"Barco de Valdeorras, O","Barco de Valdeorras, O","13384.0"
32013_AM,32013_AM,"32",32013_AM,Ourense,Boborás agregacion de municipios,Boborás agregacion de municipios,"5740.0"
32017_AM,32017_AM,"32",32017_AM,Ourense,Carballeda de Valdeorras agregacion de municipios,Carballeda de Valdeorras agregacion de municipios,"4564.0"
"32019","32019","32","32019",Ourense,"Carballiño, O","Carballiño, O","13911.0"
32020_AM,32020_AM,"32",32020_AM,Ourense,Cartelle agregacion de municipios,Cartelle agregacion de municipios,"5029.0"
"32024","32024","32","32024",Ourense,Celanova,Celanova,"5652.0"
32025_AM,32025_AM,"32",32025_AM,Ourense,Cenlle agregacion de municipios,Cenlle agregacion de municipios,"2846.0"
32026_AM,32026_AM,"32",32026_AM,Ourense,Coles agregacion de municipios,Coles agregacion de municipios,"5458.0"
32031_AM,32031_AM,"32",32031_AM,Ourense,Esgos agregacion de municipios,Esgos agregacion de municipios,"3096.0"
"32032","32032","32","32032",Ourense,Xinzo de Limia,Xinzo de Limia,"9621.0"
32034_AM,32034_AM,"32",32034_AM,Ourense,"Gudiña, A agregacion de municipios","Gudiña, A agregacion de municipios","2751.0"
32042_AM,32042_AM,"32",32042_AM,Ourense,Lobios agregacion de municipios,Lobios agregacion de municipios,"5059.0"
"32043","32043","32","32043",Ourense,Maceda,Maceda,"2849.0"
"32045","32045","32","32045",Ourense,Maside,Maside,"2718.0"
"32050","32050","32","32050",Ourense,Monterrei,Monterrei,"2501.0"
32051_AM,32051_AM,"32",32051_AM,Ourense,Muíños agregacion de municipios,Muíños agregacion de municipios,"4655.0"
32053_AM,32053_AM,"32",32053_AM,Ourense,Oímbra agregacion de municipios,Oímbra agregacion de municipios,"4613.0"
"3205401","32054","32",GAU Ourense,Ourense,Ourense distrito 01,Ourense,"20536.0"
"3205402","32054","32",GAU Ourense,Ourense,Ourense distrito 02,Ourense,"16823.0"
"3205403","32054","32",GAU Ourense,Ourense,Ourense distrito 03,Ourense,"23826.0"
"3205404","32054","32",GAU Ourense,Ourense,Ourense distrito 04,Ourense,"16547.0"
"3205405","32054","32",GAU Ourense,Ourense,Ourense distrito 05,Ourense,"26864.0"
32056_AM,32056_AM,"32",32056_AM,Ourense,Padrenda agregacion de municipios,Padrenda agregacion de municipios,"4512.0"
32058_AM,32058_AM,"32",32058_AM,Ourense,"Pereiro de Aguiar, O agregacion de municipios","Pereiro de Aguiar, O agregacion de municipios","8537.0"
32063_AM,32063_AM,"32",32063_AM,Ourense,"Pobra de Trives, A agregacion de municipios","Pobra de Trives, A agregacion de municipios","5366.0"
32067_AM,32067_AM,"32",32067_AM,Ourense,Rairiz de Veiga agregacion de municipios,Rairiz de Veiga agregacion de municipios,"5184.0"
"32069","32069","32","32069",Ourense,Ribadavia,Ribadavia,"5005.0"
"32072","32072","32","32072",Ourense,"Rúa, A","Rúa, A","4245.0"
32075_AM,32075_AM,"32",32075_AM,Ourense,San Cibrao das Viñas agregacion de municipios,San Cibrao das Viñas agregacion de municipios,"7448.0"
32076_AM,32076_AM,"32",32076_AM,Ourense,San Cristovo de Cea agregacion de municipios,San Cristovo de Cea agregacion de municipios,"5780.0"
32081_AM,32081_AM,"32",32081_AM,Ourense,Toén agregacion de municipios,Toén agregacion de municipios,"3695.0"
"32085","32085","32","32085",Ourense,Verín,Verín,"13644.0"
